"Sex","Pclass","PassengerId","Survived","Age","SibSp","Parch","Fare","title_Mr","title_Mrs","title_Miss","title_Master","title_Royalty","title_Officer","Embarked_C","Embarked_S","Embarked_Q"
1,3,115,0,17,0,0,14.4583,0,0,1,0,0,0,1,0,0
1,3,369,1,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,112,0,14.5,1,0,14.4542,0,0,1,0,0,0,1,0,0
1,3,475,0,22,0,0,9.8375,0,0,1,0,0,0,0,1,0
1,3,265,0,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,681,0,18,0,0,8.1375,0,0,1,0,0,0,0,0,1
1,3,574,1,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,290,1,22,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,3,1,26,0,0,7.925,0,0,1,0,0,0,0,1,0
1,3,768,0,30.5,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,814,0,6,4,2,31.275,0,0,1,0,0,0,0,1,0
1,3,853,0,9,1,1,15.2458,0,0,1,0,0,0,1,0,0
1,3,778,1,5,0,0,12.475,0,0,1,0,0,0,0,1,0
1,3,142,1,22,0,0,7.75,0,0,1,0,0,0,0,1,0
1,3,33,1,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,793,0,18,8,2,69.55,0,0,1,0,0,0,0,1,0
1,3,635,0,9,3,2,27.9,0,0,1,0,0,0,0,1,0
1,3,542,0,9,4,2,31.275,0,0,1,0,0,0,0,1,0
1,3,15,0,14,0,0,7.8542,0,0,1,0,0,0,0,1,0
1,3,703,0,18,0,1,14.4542,0,0,1,0,0,0,1,0,0
1,3,236,0,18,0,0,7.55,0,0,1,0,0,0,0,1,0
1,3,217,1,27,0,0,7.925,0,0,1,0,0,0,0,1,0
1,3,480,1,2,0,1,12.2875,0,0,1,0,0,0,0,1,0
1,3,80,1,30,0,0,12.475,0,0,1,0,0,0,0,1,0
1,3,277,0,45,0,0,7.75,0,0,1,0,0,0,0,1,0
1,3,543,0,11,4,2,31.275,0,0,1,0,0,0,0,1,0
1,3,69,1,17,4,2,7.925,0,0,1,0,0,0,0,1,0
1,3,110,1,18,1,0,24.15,0,0,1,0,0,0,0,0,1
1,3,678,1,18,0,0,9.8417,0,0,1,0,0,0,0,1,0
1,3,613,1,18,1,0,15.5,0,0,1,0,0,0,0,0,1
1,3,555,1,22,0,0,7.775,0,0,1,0,0,0,0,1,0
1,3,209,1,16,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,48,1,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,181,0,18,8,2,69.55,0,0,1,0,0,0,0,1,0
1,3,242,1,18,1,0,15.5,0,0,1,0,0,0,0,0,1
1,3,405,0,20,0,0,8.6625,0,0,1,0,0,0,0,1,0
1,3,83,1,18,0,0,7.7875,0,0,1,0,0,0,0,0,1
1,3,247,0,25,0,0,7.775,0,0,1,0,0,0,0,1,0
1,3,45,1,19,0,0,7.8792,0,0,1,0,0,0,0,0,1
1,3,193,1,19,1,0,7.8542,0,0,1,0,0,0,0,1,0
1,3,234,1,5,4,2,31.3875,0,0,1,0,0,0,0,1,0
1,3,316,1,26,0,0,7.8542,0,0,1,0,0,0,0,1,0
1,3,397,0,31,0,0,7.8542,0,0,1,0,0,0,0,1,0
1,3,730,0,25,1,0,7.925,0,0,1,0,0,0,0,1,0
1,3,11,1,4,1,1,16.7,0,0,1,0,0,0,0,1,0
1,3,864,0,18,8,2,69.55,0,0,1,0,0,0,0,1,0
1,3,502,0,21,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,503,0,18,0,0,7.6292,0,0,1,0,0,0,0,0,1
1,3,449,1,5,2,1,19.2583,0,0,1,0,0,0,1,0,0
1,3,650,1,23,0,0,7.55,0,0,1,0,0,0,0,1,0
1,3,410,0,18,3,1,25.4667,0,0,1,0,0,0,0,1,0
1,3,643,0,2,3,2,27.9,0,0,1,0,0,0,0,1,0
1,3,808,0,18,0,0,7.775,0,0,1,0,0,0,0,1,0
1,3,230,0,18,3,1,25.4667,0,0,1,0,0,0,0,1,0
1,3,107,1,21,0,0,7.65,0,0,1,0,0,0,0,1,0
1,3,594,0,18,0,2,7.75,0,0,1,0,0,0,0,0,1
1,3,29,1,18,0,0,7.8792,0,0,1,0,0,0,0,0,1
1,3,787,1,18,0,0,7.4958,0,0,1,0,0,0,0,1,0
1,3,120,0,2,4,2,31.275,0,0,1,0,0,0,0,1,0
1,3,331,1,18,2,0,23.25,0,0,1,0,0,0,0,0,1
1,3,654,1,18,0,0,7.8292,0,0,1,0,0,0,0,0,1
1,3,565,0,18,0,0,8.05,0,0,1,0,0,0,0,1,0
1,3,692,1,4,0,1,13.4167,0,0,1,0,0,0,1,0,0
1,3,40,1,14,1,0,11.2417,0,0,1,0,0,0,1,0,0
1,3,728,1,18,0,0,7.7375,0,0,1,0,0,0,0,0,1
1,3,173,1,1,1,1,11.1333,0,0,1,0,0,0,0,1,0
1,3,377,1,22,0,0,7.25,0,0,1,0,0,0,0,1,0
1,3,781,1,13,0,0,7.2292,0,0,1,0,0,0,1,0,0
1,3,889,0,18,1,2,23.45,0,0,1,0,0,0,0,1,0
1,3,39,0,18,2,0,18,0,0,1,0,0,0,0,1,0
1,3,470,1,0.75,2,1,19.2583,0,0,1,0,0,0,1,0,0
1,3,241,0,18,1,0,14.4542,0,0,1,0,0,0,1,0,0
1,3,148,0,9,2,2,34.375,0,0,1,0,0,0,0,1,0
1,3,403,0,21,1,0,9.825,0,0,1,0,0,0,0,1,0
1,3,375,0,3,3,1,21.075,0,0,1,0,0,0,0,1,0
1,3,25,0,8,3,1,21.075,0,0,1,0,0,0,0,1,0
1,3,199,1,18,0,0,7.75,0,0,1,0,0,0,0,0,1
1,3,294,0,24,0,0,8.85,0,0,1,0,0,0,0,1,0
1,3,698,1,18,0,0,7.7333,0,0,1,0,0,0,0,0,1
1,3,645,1,0.75,2,1,19.2583,0,0,1,0,0,0,1,0,0
1,3,157,1,16,0,0,7.7333,0,0,1,0,0,0,0,0,1
1,3,19,0,31,1,0,18,0,1,0,0,0,0,0,1,0
1,3,143,1,24,1,0,15.85,0,1,0,0,0,0,0,1,0
1,3,560,1,36,1,0,17.4,0,1,0,0,0,0,0,1,0
1,3,831,1,15,1,0,14.4542,0,1,0,0,0,0,1,0,0
1,3,141,0,31,0,2,15.2458,0,1,0,0,0,0,1,0,0
1,3,856,1,18,0,1,9.35,0,1,0,0,0,0,0,1,0
1,3,50,0,18,1,0,17.8,0,1,0,0,0,0,0,1,0
1,3,579,0,31,1,0,14.4583,0,1,0,0,0,0,1,0,0
1,3,886,0,39,0,5,29.125,0,1,0,0,0,0,0,0,1
1,3,679,0,43,1,6,46.9,0,1,0,0,0,0,0,1,0
1,3,639,0,41,0,5,39.6875,0,1,0,0,0,0,0,1,0
1,3,168,0,45,1,4,27.9,0,1,0,0,0,0,0,1,0
1,3,20,1,31,0,0,7.225,0,1,0,0,0,0,1,0,0
1,3,534,1,31,0,2,22.3583,0,1,0,0,0,0,1,0,0
1,3,800,0,30,1,1,24.15,0,1,0,0,0,0,0,1,0
1,3,824,1,27,0,1,12.475,0,1,0,0,0,0,0,1,0
1,3,187,1,31,1,0,15.5,0,1,0,0,0,0,0,0,1
1,3,424,0,28,1,1,14.4,0,1,0,0,0,0,0,1,0
1,3,798,1,31,0,0,8.6833,0,1,0,0,0,0,0,1,0
1,3,416,0,31,0,0,8.05,0,1,0,0,0,0,0,1,0
1,3,133,0,47,1,0,14.5,0,1,0,0,0,0,0,1,0
1,3,252,0,29,1,1,10.4625,0,1,0,0,0,0,0,1,0
1,3,432,1,31,1,0,16.1,0,1,0,0,0,0,0,1,0
1,3,348,1,31,1,0,16.1,0,1,0,0,0,0,0,1,0
1,3,395,1,24,0,2,16.7,0,1,0,0,0,0,0,1,0
1,3,86,1,33,3,0,15.85,0,1,0,0,0,0,0,1,0
1,3,611,0,39,1,5,31.275,0,1,0,0,0,0,0,1,0
1,3,280,1,35,1,1,20.25,0,1,0,0,0,0,0,1,0
1,3,256,1,29,0,2,15.2458,0,1,0,0,0,0,1,0,0
1,3,568,0,29,0,4,21.075,0,1,0,0,0,0,0,1,0
1,3,484,1,63,0,0,9.5875,0,1,0,0,0,0,0,1,0
1,3,329,1,31,1,1,20.525,0,1,0,0,0,0,0,1,0
1,3,363,0,45,0,1,14.4542,0,1,0,0,0,0,1,0,0
1,3,41,0,40,1,0,9.475,0,1,0,0,0,0,0,1,0
1,3,368,1,31,0,0,7.2292,0,1,0,0,0,0,1,0,0
1,3,737,0,48,1,3,34.375,0,1,0,0,0,0,0,1,0
1,3,9,1,27,0,2,11.1333,0,1,0,0,0,0,0,1,0
1,3,255,0,41,0,2,20.2125,0,1,0,0,0,0,0,1,0
1,3,859,1,24,0,3,19.2583,0,1,0,0,0,0,1,0,0
1,3,658,0,32,1,1,15.5,0,1,0,0,0,0,0,0,1
1,3,26,1,38,1,5,31.3875,0,1,0,0,0,0,0,1,0
1,3,618,0,26,1,0,16.1,0,1,0,0,0,0,0,1,0
